what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297193178895
closed,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297193179873
closed,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297193181000
closed,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297193182282
closed,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297193183578
closed,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297193185232
closed,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297193186496
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297193188163
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297193192708
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297193193775
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297194210449
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297194225163
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297194229336
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297194236297
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297194277059
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297194296521
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297194301665
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.showInformation",1297194307417
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.showInformation",1297194308456
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.showInformation",1297194309960
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297194338173
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297194393825
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297194393935
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297194394047
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297194394196
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297194451215
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1297194475708
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297194476670
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297194482476
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1297194490900
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1297194532172
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297194533587
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1297194544315
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297194544645
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297194549800
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297194555036
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1297194570773
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297194570792
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297194574764
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.cleanAction",1297194575827
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297194575866
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297194583345
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297194584974
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297194585172
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297194589004
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297194589206
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1297194594248
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297194600271
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.cleanAction",1297194601287
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297194601340
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.showInformation",1297194635395
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297194635407
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297194637761
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297194670321
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297194692209
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1297194697001
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1297194730065
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1297194732015
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297194732357
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297194733717
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297194764245
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297194785853
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1297194841907
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1297194843009
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297194843425
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297194844701
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297194886015
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297194896407
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1297194898836
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1297194899285
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1297194899762
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1297194900212
